1
0,964753299
0,970618805
0,97407267
0,974042694
0,973225051
0,972163608
0,970930757
0,969503657
0,968089291
0,966671264
0,965291053
0,963812377
0,962437791
0,96102628
0,959627892
0,958178673
0,956793962
0,955384894
0,973987318
0,972559743
0,971124021
0,969607178
0,968241411
0,966855114
0,965453779
0,963990126
0,962355818
0,960792143
0,959372637
0,957836138
0,956440153
0,95498788
0,953544325
0,952077101
0,950547211
0,948596558
0,946242793
0,943692466
0,940919188
0,937961229
0,93499801
0,931902329
0,948940085
0,945975476
0,942894196
0,939922662
0,936923453
0,933864428
0,93177951
0,930003911
0,928883773
0,928208154
0,928062542
0,928004829
0,928205676
0,9284879
0,928776649
0,92906896
0,929359887
0,929642691
0,929927241
0,930085192
0,930237348
0,930154242
0,930065151
0,929975345
0,929884242
0,929792006
0,929698758
0,929610957
0,929520764
0,929428493
0,929335487
0,929243727
0,929152874
0,92906292
0,928974526
0,928883941
0,878793684
0,878703952
0,878619484
0,882211392
0,887026928
0,894007141
0,904105723
0,915053058
0,926267929
0,937638083
0,949412919
0,961376737
0,973042399
0,985529709
0,996304567
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0,958563182
0,966140807
0,973488256
0,981071808
0,988562477
0,996409871
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0,957665302
0,965403689
0,972974566
0,980675577
0,988209623
0,995953042
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1,02
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1,02
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0,963079218
0,973451567
0,982983071
0,992202467
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0,958492686
0,967247978
0,975703789
0,984285614
0,992751457
1
1
1
1
1
1
1
1
1
0,999498966
0,998730581
0,997775709
0,996636535
0,995820036
0,995059051
0,994299062
0,993582321
0,992873235
0,992155107
0,99143994
0,990744696
0,989941254
0,989164979
0,988475675
0,937775951
0,937069016
0,936364681
0,93568637
0,934990875
0,934246922
0,93356366
0,932856851
0,932140242
0,931417774
0,930720833
0,929993145
0,929309438
0,928590116
0,927872789
0,927165032
0,926454064
0,925756157
0,925044916
0,924264794
0,923548168
0,922851964
0,922149329
0,921446294
0,92071334
0,919986452
0,919282424
0,918585193
0,918198477
0,868127408
0,870839295
