f:0,
0,0,0,0,1
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
4,0.2313239,2.062414,-0.05452163,5
5,0.220512,1.776371,-0.05603249,5
6,0.1973485,2.11226,-0.08680326,5
7,0.1925814,1.796398,-0.08762202,5
8,0,0,0,1
9,0,0,0,1
10,0.06585026,1.651604,0.1383522,4
11,0,0,0,1
12,0.1193056,1.63884,0.1059443,5
13,0.08338857,1.649659,0.1380018,5
14,0,0,0,1
15,0,0,0,1
16,0.09187891,2.147307,0.1121452,5
17,0.3540106,2.161288,-0.2062231,5
18,0.4174756,1.906849,-0.2419246,5
19,0.3968285,1.749196,-0.2940252,5
20,0,0,0,1
21,0.3994868,1.672837,-0.3004451,5
22,0.4231219,1.667962,-0.2822942,5
23,0.424565,1.640336,-0.2618626,5
24,0.2137933,0.9601077,0.01855101,4
25,0.2248969,0.8865389,-0.0005774945,5
26,0,0,0,1
27,0.2338818,0.8346516,-0.00171832,5
28,0.1565617,1.177494,0.02482617,5
29,0,0,0,1
30,0,0,0,1
31,0.3221764,1.670932,-0.1914669,5
32,0.2948562,1.309159,-0.1817984,5
33,0.3054371,1.072281,-0.09924076,5
34,0,0,0,1
35,0,0,0,1
36,0,0,0,1
37,0,0,0,1
-
f:0.021333333333132,
0,0,0,0,1
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
4,0.2313479,2.062391,-0.05450859,5
5,0.2205613,1.776347,-0.05597234,5
6,0.1973576,2.112236,-0.08680817,5
7,0.1925941,1.796402,-0.08762839,5
8,0,0,0,1
9,0,0,0,1
10,0.06588195,1.651546,0.1383715,4
11,0,0,0,1
12,0.1193425,1.638842,0.1059545,5
13,0.08337499,1.649665,0.1380201,5
14,0,0,0,1
15,0,0,0,1
16,0.09184615,2.147344,0.1122113,5
17,0.3540243,2.161308,-0.2062205,5
18,0.4174418,1.906851,-0.2419358,5
19,0.396817,1.749235,-0.294088,5
20,0,0,0,1
21,0.3994862,1.672805,-0.3004601,5
22,0.4231215,1.668004,-0.2822809,5
23,0.4245688,1.640324,-0.2618486,5
24,0.2138077,0.9601302,0.01862811,4
25,0.2248555,0.8865399,-0.0006706119,5
26,0,0,0,1
27,0.2338699,0.834659,-0.001707144,5
28,0.1565619,1.177506,0.0248207,5
29,0,0,0,1
30,0,0,0,1
31,0.3221597,1.670959,-0.1914938,5
32,0.294563,1.309305,-0.1816293,5
33,0.3054385,1.072374,-0.0991874,5
34,0,0,0,1
35,0,0,0,1
36,0,0,0,1
37,0,0,0,1
-
f:0.0426666666662641,
0,0,0,0,1
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
4,0.2313453,2.062406,-0.05451261,5
5,0.220591,1.776326,-0.05598414,5
6,0.1973709,2.112258,-0.08681165,5
7,0.1926081,1.796401,-0.08762278,5
8,0,0,0,1
9,0,0,0,1
10,0.06586345,1.651568,0.1384057,4
11,0,0,0,1
12,0.1192973,1.638847,0.1059374,5
13,0.08338141,1.649678,0.1379984,5
14,0,0,0,1
15,0,0,0,1
16,0.0918636,2.147336,0.1121952,5
17,0.3540049,2.161298,-0.2062205,5
18,0.4174533,1.906833,-0.241946,5
19,0.3968102,1.749228,-0.2940906,5
20,0,0,0,1
21,0.3994704,1.672819,-0.3004594,5
22,0.4231277,1.667965,-0.2822942,5
23,0.4245431,1.64033,-0.2618847,5
24,0.2138,0.9601018,0.01860603,4
25,0.2248353,0.886547,-0.0006772429,5
26,0,0,0,1
27,0.2338832,0.8346583,-0.001707964,5
28,0.1565735,1.177515,0.02479619,5
29,0,0,0,1
30,0,0,0,1
31,0.322208,1.670947,-0.1914738,5
32,0.2947949,1.309151,-0.1817526,5
33,0.3054719,1.072274,-0.09923947,5
34,0,0,0,1
35,0,0,0,1
36,0,0,0,1
37,0,0,0,1
-
f:0.0639999999993961,
0,0,0,0,1
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
4,0.2313444,2.062401,-0.05451972,5
5,0.220502,1.776348,-0.05603512,5
6,0.1973594,2.112244,-0.08678298,5
7,0.1925954,1.796399,-0.08762163,5
8,0,0,0,1
9,0,0,0,1
10,0.06589033,1.65154,0.1383848,4
11,0,0,0,1
12,0.1192934,1.638873,0.1059344,5
